flex_l1,flex_l2,flex_l3,flex_l4,flex_l5,flex_r1,flex_r2,flex_r3,flex_r4,flex_r5,acc_l_x,acc_l_y,acc_l_z,gyro_l_x,gyro_l_y,gyro_l_z,acc_r_x,acc_r_y,acc_r_z,gyro_r_x,gyro_r_y,gyro_r_z,label
127.21918548369571,74.1730302930066,866.5661803230281,897.4565326672824,878.0339552816854,935.1838311320878,110.61431457327924,890.1300209140022,910.1077633609921,864.1606295831873,0.07864639679193401,0.01463018985973314,9.5574399700207,0.01820532325244882,-0.007105691672235463,-0.03024314072334648,0.052048056435396665,-0.006695578429243851,9.657919808838425,0.001759691451254779,0.10246426515810945,-0.11561556087233578,A
138.73807120289527,69.47623890321186,874.0599349022989,894.6290884462135,880.9196222034878,922.4325799856707,78.78848182426935,925.900809912566,878.5734244429985,921.2365133217639,0.09220296254919692,-0.1151942441398103,9.81064479692724,-0.05297881812228651,0.007325255223152337,-0.08065901659785207,-0.009671454253850806,0.13540407730351295,9.84956357047595,-0.004647751996546612,-0.00625591380494548,0.024795725408460596,A
143.96542305006568,69.24751382959349,881.5620060144606,860.7563622200591,875.5724332552829,873.618707498823,104.51636648030458,858.8314504470757,904.5230903873739,929.6532072181548,0.09405101581968905,-0.033648382162046006,10.104103541205905,0.028314171592773947,0.028005005964058294,0.13190842239693815,-0.11194305626898955,-0.055521124035783076,9.919334238342046,-0.024001519818168282,0.01195811437803819,0.06779936001020291,A
179.1650909322317,118.60713742382751,887.3992778496524,876.639616123526,880.8050827313974,916.803098763351,126.65712044158738,898.1012964536186,916.8082170951833,878.1905345731468,0.39683309001882633,-0.014174265756925517,9.69372819258482,-0.05991369358722969,-0.013294791216796506,0.0035251062923985187,-0.01048460640600149,0.003676159659748385,9.453042670967555,-0.012850446990953538,-0.022789781324399908,0.09989300385991372,A
179.53723343339493,108.47571699934919,898.7601197104815,881.1973551645582,888.7106114223496,911.9863593289584,90.00164164275915,949.058525019084,898.5361963970387,899.2472603571524,0.20443402080096412,-0.2205529687073677,9.697642006125955,0.05760979870501897,-0.021573842391801858,-0.03648446716835245,0.3126939746068203,-0.09194690549316542,9.461845974625502,-0.032721864678520084,0.05734584248473425,0.06765302532920368,A
197.14971526493702,126.22064915126916,883.3114320625327,936.7900845402568,924.658833243894,882.6090716857593,102.09553738545372,869.44673009354,851.4250595631394,934.477709124352,0.20850846141055968,-0.2232613166903403,9.864313229218395,0.009168431505574273,0.023815503231643928,-0.0017909032797251891,-0.13458911772073098,-0.08651835580543787,9.616323816588247,-0.051581926819910306,0.008019255532784271,-0.10263791834977253,A
123.73865969401857,101.55219801615333,894.661799897815,890.6307452116578,878.0882100596417,891.131659975356,131.79359762481127,844.8078896902507,909.1982934834406,862.8871871670235,0.12760947568877237,0.04415496650413797,9.730649258134607,-0.024117688764476827,0.0038517269284884872,0.008631274442630864,0.18280215459622093,0.4382325542091299,9.727819603448179,-0.020398669697767876,0.0217249349911828,0.03757841887649471,A
177.2671278710326,104.96630785692714,861.2099082355556,871.7422038627246,874.4245087473288,908.6525013370494,140.5442861159596,897.8460980069254,884.2554359860934,894.7423108905682,-0.27963870005689395,0.08495699402246225,9.899341477094717,-0.004063631613908104,-0.03093090021868878,-0.05114021106857913,-0.18407967612107679,-0.009592233916163425,9.691221601518356,0.04904310277293082,-0.047418740309089394,0.00584472023260214,A
176.07347223347966,111.37451053155235,929.186819975726,887.0083234865868,883.4865666439694,911.5476552637984,87.6226598560788,829.2297315562705,903.1203457815105,853.4915965881298,-0.2442369570500493,0.07034413912702608,9.518194377159876,-0.010927939932852113,0.028473084843551932,0.02036665395865923,0.08119407339178927,0.1655947141390832,9.753761227796117,0.08011427775321367,-0.0001508973838943546,0.011061946239125757,A
154.17371589856475,103.54178803529244,920.9454801328782,929.3465006795483,891.3287991577989,908.1559670119298,82.75048811015131,941.7245201202684,878.6600773751499,907.5790972445163,-0.16968136150320093,-0.3346810851776402,9.85111017202006,0.0015633740933092277,-0.06599790510443725,-0.03341994585158067,-0.10547295156662001,-0.3661450048286702,9.599191773613912,0.04696936845237419,0.04617436538147102,0.021475046359912625,A
106.54220206635281,62.63247505055022,867.3588859600119,890.7167912246097,866.1778788149761,858.4694753806464,40.33170876107649,888.7272010045222,907.7810089915401,887.4458971080827,0.24005708623365143,0.09289320561365062,10.011809644457644,0.0722878763718252,0.04918866946989062,0.07146887508451466,-0.16322464219335275,-0.3727760549962199,9.61180761690331,0.1181211969328766,-0.04341178691453025,0.019249182679700216,A
143.83622291033927,85.12888793294037,873.1347904118726,872.0012753145678,907.4812490941241,914.1357328345161,100.3197196200867,913.1021613748957,912.235848502494,919.0723660032,0.10462989168096806,-0.160335655337228,9.914859738770126,-0.06008689030578079,0.09211416730794549,0.021158432138128822,0.13269923741536002,0.11416127235928489,9.839600335185553,-0.07005806607681869,-0.041643965218021745,-0.004623556701337862,A
152.24940768828364,66.47393057438393,896.2159339524768,857.290430882622,864.0977912887895,851.8666665093785,89.8213620859865,896.3776919550529,899.83353335174,913.5276150313323,-0.20815390110189194,0.3151681220891258,9.472082494618634,-0.019809507491440975,-0.06756700970383896,-0.04286031914199623,0.08568018968500676,0.3636651290654132,9.529145810445472,-0.04283850306193592,0.009060226380419376,0.033081328435224974,A
160.6178344628255,60.150314097532444,891.5734363992043,917.7345208200555,926.9915438630961,869.6905979253065,85.22837174005663,886.8080519572922,967.3412394464292,894.4390994710749,0.13719833363797249,-0.011345036734849046,9.736403541054543,-0.008879287139727318,0.019652791628527306,0.05411128296826611,-0.01162834931388212,0.06369013880561707,9.780638176457416,0.02286152640429243,-0.03175348199087757,0.030790895569244237,A
183.38555008178247,132.46343879508095,932.4734786621152,898.5983110589067,898.8029410610035,939.9249074090916,141.2005748475794,876.7102447361232,923.6896578701079,877.9210660365128,-0.35072148837450623,-0.09153896860979516,9.91631633068791,-0.08306585902838265,-0.03192100697340202,0.005641300544214929,-0.06087700598772508,0.17598825135506038,9.894358892699367,0.059254828547023325,-0.018253633777277036,0.04782828100859095,A
